ID,Type,Gender,TotalStats,SpecialStats,Star,SpecialStar,Parts
124,basic,Female,"37,40,40,39,36","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_7,G_Bot_7,G_Top_5,G_Head_Skin_Black,G_Face_17,G_Hair_3"
125,basic,Male,"44,41,40,40,39","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_2,B_Bot_7,B_Top_6,B_Head_Skin_Yellow,B_Face_7,B_Hair_6,B_Face_Acc_1"
126,basic,Male,"34,36,31,33,31","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_0,B_Top_5,B_Head_Skin_White,B_Face_0,B_Hair_0,B_Face_Acc_0"
127,basic,Male,"40,40,40,41,41","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_4,B_Bot_1,B_Top_7,B_Head_Skin_Yellow,B_Face_9,B_Hair_7,B_Face_Acc_3"
128,basic,Female,"33,36,32,38,37","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_0,G_Bot_2,G_Top_0,G_Head_Skin_Black,G_Face_10,G_Hair_13,G_Face_Acc_0"
129,basic,Female,"33,32,30,30,36","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_5,G_Top_3,G_Head_Skin_Yellow,G_Face_4,G_Hair_1,G_Face_Acc_0"
130,basic,Male,"47,48,44,42,41","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_5,B_Head_Skin_White,B_Face_1,B_Hair_10,B_Face_Acc_2"
131,basic,Female,"45,40,39,36,39","0,0,0,0,0",2,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_4,G_Top_8,G_Head_Skin_Yellow,G_Face_7,G_Hair_5,G_Face_Acc_2"
132,basic,Male,"36,37,38,38,38","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_7,B_Top_3,B_Head_Skin_Black,B_Face_4,B_Hair_8"
133,basic,Female,"40,39,41,45,44","0,0,0,0,0",2,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_7,G_Top_9,G_Head_Skin_Yellow,G_Face_16,G_Hair_7,G_Face_Acc_1"
134,basic,Female,"35,37,38,39,41","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_0,G_Top_3,G_Head_Skin_Yellow,G_Face_8,G_Hair_5,G_Face_Acc_0"
135,basic,Female,"35,31,33,35,34","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_White,G_Shoes_6,G_Bot_7,G_Top_5,G_Head_Skin_White,G_Face_5,G_Hair_11,G_Face_Acc_0"
136,basic,Female,"38,39,35,38,38","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Black,G_Shoes_7,G_Bot_9,G_Top_5,G_Head_Skin_Black,G_Face_19,G_Hair_11"
137,basic,Female,"34,33,34,35,35","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_4,G_Bot_8,G_Top_1,G_Head_Skin_Yellow,G_Face_21,G_Hair_7,G_Face_Acc_0"
138,basic,Male,"32,38,37,36,34","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_8,B_Top_7,B_Head_Skin_Black,B_Face_13,B_Hair_8"
139,basic,Female,"33,34,33,34,33","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_Black,G_Shoes_6,G_Bot_2,G_Top_5,G_Head_Skin_Black,G_Face_0,G_Hair_14"
140,basic,Male,"37,38,36,35,33","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_4,B_Top_2,B_Head_Skin_Black,B_Face_3,B_Hair_10,B_Face_Acc_1"
141,basic,Male,"40,42,36,42,39","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_6,B_Top_9,B_Head_Skin_Black,B_Face_1,B_Hair_1,B_Face_Acc_0"
142,basic,Female,"31,35,34,32,33","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_White,G_Shoes_4,G_Bot_1,G_Top_2,G_Head_Skin_White,G_Face_9,G_Hair_5,G_Face_Acc_3"
143,basic,Female,"44,45,42,44,44","0,0,0,0,0",2,0,"G_Hair_Long_10,G_Body_Skin_White,G_Shoes_6,G_Bot_1,G_Top_5,G_Head_Skin_White,G_Face_9,G_Hair_10,G_Face_Acc_2"
144,basic,Female,"37,42,38,36,35","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_3,G_Bot_9,G_Top_0,G_Head_Skin_Black,G_Face_15,G_Hair_2,G_Face_Acc_2"
145,basic,Female,"50,51,49,48,51","0,0,0,0,0",4,0,"G_Hair_Long_3,G_Body_Skin_White,G_Shoes_9,G_Bot_4,G_Top_9,G_Head_Skin_White,G_Face_15,G_Hair_3,G_Face_Acc_2"
146,basic,Male,"28,26,22,25,25","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_0,B_Top_2,B_Head_Skin_White,B_Face_1,B_Hair_9"
147,basic,Female,"47,54,49,45,44","0,0,0,0,0",3,0,"G_Hair_Long_6,G_Body_Skin_Black,G_Shoes_2,G_Bot_6,G_Top_6,G_Head_Skin_Black,G_Face_11,G_Hair_6,G_Face_Acc_2"
148,basic,Male,"36,40,37,36,35","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_8,B_Top_1,B_Head_Skin_Black,B_Face_3,B_Hair_1,B_Face_Acc_0"
149,basic,Female,"28,25,28,29,29","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_White,G_Shoes_7,G_Bot_8,G_Top_2,G_Head_Skin_White,G_Face_14,G_Hair_5,G_Face_Acc_0"
150,basic,Female,"40,48,39,38,42","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_1,G_Bot_0,G_Top_7,G_Head_Skin_Black,G_Face_4,G_Hair_3,G_Face_Acc_3"
151,basic,Male,"45,43,38,41,42","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_6,B_Top_6,B_Head_Skin_Yellow,B_Face_1,B_Hair_9,B_Face_Acc_1"
152,basic,Female,"36,36,39,31,35","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_8,G_Bot_4,G_Top_9,G_Head_Skin_Black,G_Face_3,G_Hair_2"
153,basic,Female,"37,35,41,39,37","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_7,G_Bot_7,G_Top_1,G_Head_Skin_White,G_Face_15,G_Hair_7,G_Face_Acc_1"
154,basic,Female,"37,41,36,38,39","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_4,G_Bot_9,G_Top_7,G_Head_Skin_White,G_Face_18,G_Hair_4"
155,basic,Male,"43,40,41,41,42","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_2,B_Bot_1,B_Top_7,B_Head_Skin_Yellow,B_Face_14,B_Hair_3,B_Face_Acc_0"
156,basic,Female,"33,30,34,30,30","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_4,G_Bot_7,G_Top_6,G_Head_Skin_White,G_Face_21,G_Hair_2"
157,basic,Female,"17,18,18,17,17","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_9,G_Bot_2,G_Top_2,G_Head_Skin_Black,G_Face_13,G_Hair_2"
158,basic,Female,"44,45,42,46,45","0,0,0,0,0",2,0,"G_Hair_Long_0,G_Body_Skin_White,G_Shoes_0,G_Bot_2,G_Top_3,G_Head_Skin_White,G_Face_6,G_Hair_0,G_Face_Acc_2"
159,basic,Female,"42,45,37,38,44","0,0,0,0,0",2,0,"G_Hair_Long_13,G_Body_Skin_Yellow,G_Shoes_0,G_Bot_9,G_Top_1,G_Head_Skin_Yellow,G_Face_4,G_Hair_13,G_Face_Acc_2"
160,basic,Male,"36,33,33,36,33","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_3,B_Top_8,B_Head_Skin_Black,B_Face_1,B_Hair_2"
161,basic,Female,"31,35,30,33,31","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Black,G_Shoes_7,G_Bot_5,G_Top_0,G_Head_Skin_Black,G_Face_4,G_Hair_7,G_Face_Acc_2"
162,basic,Male,"29,30,27,28,27","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_0,B_Top_7,B_Head_Skin_White,B_Face_0,B_Hair_2,B_Face_Acc_0"
163,basic,Male,"37,32,32,35,34","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_1,B_Top_1,B_Head_Skin_Yellow,B_Face_0,B_Hair_3"
164,basic,Male,"50,51,50,50,50","0,0,0,0,0",3,0,"B_Body_Skin_Black,B_Shoes_6,B_Bot_7,B_Top_1,B_Head_Skin_Black,B_Face_5,B_Hair_9,B_Face_Acc_2"
165,basic,Male,"36,33,30,30,31","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_0,B_Top_7,B_Head_Skin_White,B_Face_11,B_Hair_11,B_Face_Acc_1"
166,basic,Female,"47,52,43,42,50","0,0,0,0,0",3,0,"G_Hair_Long_8,G_Body_Skin_Yellow,G_Shoes_0,G_Bot_9,G_Top_1,G_Head_Skin_Yellow,G_Face_2,G_Hair_8,G_Face_Acc_3"
167,basic,Female,"33,38,30,35,35","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Yellow,G_Shoes_0,G_Bot_2,G_Top_2,G_Head_Skin_Yellow,G_Face_13,G_Hair_3"
168,basic,Female,"46,42,46,46,45","0,0,0,0,0",2,0,"G_Hair_Long_6,G_Body_Skin_White,G_Shoes_7,G_Bot_7,G_Top_8,G_Head_Skin_White,G_Face_8,G_Hair_6,G_Face_Acc_0"
169,basic,Female,"27,28,26,27,28","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_3,G_Bot_9,G_Top_5,G_Head_Skin_Yellow,G_Face_4,G_Hair_7"
170,basic,Female,"43,42,41,41,42","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_White,G_Shoes_3,G_Bot_5,G_Top_5,G_Head_Skin_White,G_Face_3,G_Hair_3,G_Face_Acc_3"
171,basic,Female,"48,52,52,48,49","0,0,0,0,0",4,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_6,G_Top_5,G_Head_Skin_Yellow,G_Face_15,G_Hair_5,G_Face_Acc_1"
172,basic,Male,"42,45,42,44,41","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_8,B_Top_0,B_Head_Skin_Black,B_Face_8,B_Hair_8"
173,basic,Male,"39,33,35,32,35","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_0,B_Top_2,B_Head_Skin_Yellow,B_Face_2,B_Hair_3,B_Face_Acc_2"
174,basic,Female,"38,35,32,35,36","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_5,G_Top_5,G_Head_Skin_Yellow,G_Face_7,G_Hair_4,G_Face_Acc_0"
175,basic,Male,"30,32,32,35,30","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_7,B_Bot_1,B_Top_3,B_Head_Skin_Black,B_Face_11,B_Hair_0"
176,basic,Male,"46,47,42,43,45","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_1,B_Head_Skin_White,B_Face_0,B_Hair_3,B_Face_Acc_0"
177,basic,Male,"29,30,24,26,28","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_2,B_Top_2,B_Head_Skin_White,B_Face_5,B_Hair_7,B_Face_Acc_1"
178,basic,Male,"37,34,34,34,37","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_0,B_Top_2,B_Head_Skin_Yellow,B_Face_12,B_Hair_8,B_Face_Acc_0"
179,special,Female,"34,31,34,31,31","76,62,73,69,80",1,6,"G_Hair_Long_5,G_Body_Skin_White,G_Shoes_3,G_Bot_4,G_Top_0,G_Head_Skin_White,G_Face_14,G_Hair_5,G_Face_Acc_2,S_15"
180,basic,Female,"40,39,41,45,43","0,0,0,0,0",2,0,"G_Hair_Long_6,G_Body_Skin_White,G_Shoes_7,G_Bot_2,G_Top_5,G_Head_Skin_White,G_Face_8,G_Hair_6,G_Face_Acc_1"
181,basic,Male,"43,39,42,39,40","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_4,B_Bot_1,B_Top_5,B_Head_Skin_Yellow,B_Face_7,B_Hair_9"
182,basic,Male,"46,43,42,45,45","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_1,B_Top_9,B_Head_Skin_White,B_Face_14,B_Hair_9,B_Face_Acc_0"
183,basic,Female,"41,34,36,35,37","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_White,G_Shoes_1,G_Bot_4,G_Top_6,G_Head_Skin_White,G_Face_7,G_Hair_14,G_Face_Acc_1"
184,basic,Male,"36,42,38,39,40","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_5,B_Top_0,B_Head_Skin_Yellow,B_Face_7,B_Hair_3,B_Face_Acc_3"
185,basic,Male,"28,27,24,24,25","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_2,B_Top_7,B_Head_Skin_Yellow,B_Face_3,B_Hair_9"
186,basic,Female,"27,29,30,29,29","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_7,G_Bot_5,G_Top_3,G_Head_Skin_Black,G_Face_6,G_Hair_2"
187,basic,Female,"49,46,45,41,42","0,0,0,0,0",2,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_2,G_Bot_4,G_Top_4,G_Head_Skin_Black,G_Face_0,G_Hair_4,G_Face_Acc_2"
188,basic,Male,"46,46,46,49,49","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_2,B_Bot_1,B_Top_0,B_Head_Skin_Yellow,B_Face_14,B_Hair_3,B_Face_Acc_3"
189,basic,Male,"38,39,35,36,33","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_5,B_Top_5,B_Head_Skin_Yellow,B_Face_10,B_Hair_2,B_Face_Acc_1"
190,basic,Female,"26,24,22,25,24","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_8,G_Top_0,G_Head_Skin_Yellow,G_Face_7,G_Hair_5"
191,basic,Female,"37,35,34,38,39","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Yellow,G_Shoes_4,G_Bot_2,G_Top_5,G_Head_Skin_Yellow,G_Face_0,G_Hair_1,G_Face_Acc_0"
192,basic,Female,"36,43,36,38,35","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_Black,G_Shoes_6,G_Bot_2,G_Top_6,G_Head_Skin_Black,G_Face_15,G_Hair_0,G_Face_Acc_2"
193,basic,Female,"29,25,30,29,29","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_White,G_Shoes_4,G_Bot_7,G_Top_5,G_Head_Skin_White,G_Face_3,G_Hair_13"
194,basic,Female,"36,37,35,35,34","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Black,G_Shoes_1,G_Bot_7,G_Top_7,G_Head_Skin_Black,G_Face_19,G_Hair_11,G_Face_Acc_1"
195,basic,Female,"42,45,42,39,37","0,0,0,0,0",2,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_6,G_Bot_1,G_Top_1,G_Head_Skin_Black,G_Face_20,G_Hair_4,G_Face_Acc_1"
196,basic,Female,"48,47,49,47,50","0,0,0,0,0",3,0,"G_Hair_Long_9,G_Body_Skin_White,G_Shoes_8,G_Bot_7,G_Top_9,G_Head_Skin_White,G_Face_18,G_Hair_9,G_Face_Acc_1"
197,basic,Male,"32,35,35,31,32","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_2,B_Top_1,B_Head_Skin_Yellow,B_Face_3,B_Hair_10,B_Face_Acc_0"
198,basic,Female,"41,42,40,32,38","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_2,G_Bot_9,G_Top_1,G_Head_Skin_Black,G_Face_19,G_Hair_2,G_Face_Acc_3"
199,basic,Female,"33,33,32,32,30","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_White,G_Shoes_1,G_Bot_1,G_Top_7,G_Head_Skin_White,G_Face_5,G_Hair_0,G_Face_Acc_1"
200,basic,Male,"43,41,39,40,40","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_3,B_Top_9,B_Head_Skin_White,B_Face_7,B_Hair_8"
201,basic,Female,"38,41,36,36,38","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_4,G_Top_2,G_Head_Skin_Yellow,G_Face_21,G_Hair_3"
202,basic,Female,"27,28,25,24,25","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Black,G_Shoes_9,G_Bot_2,G_Top_1,G_Head_Skin_Black,G_Face_20,G_Hair_11"
203,basic,Female,"35,35,32,36,33","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_White,G_Shoes_3,G_Bot_8,G_Top_2,G_Head_Skin_White,G_Face_8,G_Hair_3,G_Face_Acc_2"
204,basic,Male,"25,31,32,28,28","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_8,B_Top_0,B_Head_Skin_Black,B_Face_7,B_Hair_5,B_Face_Acc_0"
205,basic,Male,"28,32,30,31,28","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_6,B_Bot_8,B_Top_3,B_Head_Skin_Black,B_Face_2,B_Hair_0"
206,basic,Male,"28,31,26,28,30","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_5,B_Top_0,B_Head_Skin_White,B_Face_6,B_Hair_5,B_Face_Acc_0"
207,basic,Male,"38,35,31,32,37","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_7,B_Top_8,B_Head_Skin_White,B_Face_10,B_Hair_3"
208,basic,Male,"36,33,32,32,35","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_7,B_Top_8,B_Head_Skin_Black,B_Face_4,B_Hair_3,B_Face_Acc_1"
209,basic,Female,"38,43,40,38,38","0,0,0,0,0",1,0,"G_Hair_Long_6,G_Body_Skin_Black,G_Shoes_4,G_Bot_7,G_Top_0,G_Head_Skin_Black,G_Face_0,G_Hair_6,G_Face_Acc_2"
210,basic,Female,"37,32,36,33,34","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_0,G_Bot_4,G_Top_5,G_Head_Skin_Black,G_Face_13,G_Hair_2"
211,basic,Male,"35,33,32,32,32","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_7,B_Top_2,B_Head_Skin_Yellow,B_Face_12,B_Hair_2,B_Face_Acc_0"
212,basic,Male,"52,50,47,49,46","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_7,B_Top_4,B_Head_Skin_Yellow,B_Face_1,B_Hair_8,B_Face_Acc_2"
213,special,Female,"29,33,31,32,35","84,94,84,94,94",1,6,"G_Hair_Long_8,G_Body_Skin_Yellow,G_Shoes_4,G_Bot_2,G_Top_1,G_Head_Skin_Yellow,G_Face_9,G_Hair_8,G_Face_Acc_0,S_2"
214,basic,Female,"48,48,46,42,43","0,0,0,0,0",2,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_8,G_Bot_4,G_Top_6,G_Head_Skin_Black,G_Face_21,G_Hair_9,G_Face_Acc_2"
215,basic,Male,"46,44,44,43,45","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_4,B_Top_8,B_Head_Skin_Black,B_Face_14,B_Hair_3,B_Face_Acc_2"
216,basic,Female,"39,36,36,38,36","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_7,G_Bot_4,G_Top_6,G_Head_Skin_Black,G_Face_13,G_Hair_4,G_Face_Acc_0"
217,basic,Female,"34,30,32,34,35","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_White,G_Shoes_7,G_Bot_4,G_Top_0,G_Head_Skin_White,G_Face_1,G_Hair_14"
218,basic,Female,"51,46,53,48,47","0,0,0,0,0",3,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_5,G_Bot_7,G_Top_7,G_Head_Skin_White,G_Face_21,G_Hair_2,G_Face_Acc_1"
219,basic,Male,"39,40,37,39,38","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_8,B_Top_2,B_Head_Skin_Black,B_Face_12,B_Hair_9,B_Face_Acc_0"
220,basic,Female,"30,31,29,27,28","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_3,G_Bot_6,G_Top_6,G_Head_Skin_Yellow,G_Face_0,G_Hair_5"
221,basic,Male,"60,57,55,64,58","0,0,0,0,0",5,0,"B_Body_Skin_Black,B_Shoes_6,B_Bot_1,B_Top_4,B_Head_Skin_Black,B_Face_12,B_Hair_8,B_Face_Acc_3"
222,basic,Male,"40,43,43,42,42","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_0,B_Top_1,B_Head_Skin_Yellow,B_Face_9,B_Hair_2,B_Face_Acc_3"
223,basic,Female,"36,39,34,35,38","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_5,G_Top_5,G_Head_Skin_Yellow,G_Face_2,G_Hair_5,G_Face_Acc_3"
224,basic,Male,"45,51,45,46,47","0,0,0,0,0",3,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_7,B_Top_6,B_Head_Skin_White,B_Face_4,B_Hair_4,B_Face_Acc_3"
225,basic,Male,"40,40,39,42,37","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_3,B_Top_7,B_Head_Skin_Black,B_Face_0,B_Hair_10"
226,basic,Female,"42,44,42,47,42","0,0,0,0,0",2,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_7,G_Bot_5,G_Top_5,G_Head_Skin_Black,G_Face_9,G_Hair_4,G_Face_Acc_1"
227,basic,Male,"31,29,31,31,31","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_4,B_Bot_1,B_Top_7,B_Head_Skin_Yellow,B_Face_13,B_Hair_7"
228,basic,Female,"33,34,33,37,33","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_7,G_Bot_2,G_Top_5,G_Head_Skin_Black,G_Face_13,G_Hair_3"
229,basic,Male,"55,53,50,54,51","0,0,0,0,0",4,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_4,B_Top_3,B_Head_Skin_Yellow,B_Face_1,B_Hair_8,B_Face_Acc_3"
230,basic,Female,"39,41,35,35,32","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_2,G_Bot_8,G_Top_0,G_Head_Skin_Black,G_Face_17,G_Hair_4,G_Face_Acc_2"
231,basic,Male,"30,30,27,29,28","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_2,B_Top_7,B_Head_Skin_White,B_Face_12,B_Hair_2,B_Face_Acc_0"
232,basic,Female,"19,25,21,23,22","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_2,G_Top_2,G_Head_Skin_Yellow,G_Face_8,G_Hair_5"
233,basic,Male,"22,19,17,18,20","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_1,B_Top_7,B_Head_Skin_White,B_Face_5,B_Hair_5"
234,basic,Female,"44,39,46,45,44","0,0,0,0,0",2,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_7,G_Bot_4,G_Top_1,G_Head_Skin_White,G_Face_21,G_Hair_7,G_Face_Acc_1"
235,basic,Male,"30,29,28,34,33","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_0,B_Top_9,B_Head_Skin_Black,B_Face_12,B_Hair_9"
236,basic,Male,"45,46,47,47,48","0,0,0,0,0",3,0,"B_Body_Skin_Black,B_Shoes_4,B_Bot_6,B_Top_3,B_Head_Skin_Black,B_Face_11,B_Hair_6,B_Face_Acc_3"
237,basic,Female,"32,38,30,33,32","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_7,G_Bot_9,G_Top_2,G_Head_Skin_Black,G_Face_2,G_Hair_4"
238,basic,Female,"35,37,36,38,37","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_8,G_Bot_5,G_Top_0,G_Head_Skin_White,G_Face_18,G_Hair_7,G_Face_Acc_0"
239,basic,Female,"39,43,44,39,42","0,0,0,0,0",2,0,"G_Hair_Long_8,G_Body_Skin_Black,G_Shoes_4,G_Bot_1,G_Top_3,G_Head_Skin_Black,G_Face_20,G_Hair_8,G_Face_Acc_0"
240,basic,Male,"45,45,43,45,43","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_5,B_Top_2,B_Head_Skin_Yellow,B_Face_3,B_Hair_2,B_Face_Acc_3"
241,basic,Female,"30,30,31,32,29","0,0,0,0,0",1,0,"G_Hair_Long_12,G_Body_Skin_Black,G_Shoes_7,G_Bot_7,G_Top_7,G_Head_Skin_Black,G_Face_8,G_Hair_12"
242,basic,Female,"30,36,30,35,32","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_0,G_Bot_5,G_Top_0,G_Head_Skin_Black,G_Face_9,G_Hair_13"
243,basic,Female,"28,31,29,31,31","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_6,G_Bot_5,G_Top_7,G_Head_Skin_Black,G_Face_1,G_Hair_9,G_Face_Acc_0"
244,basic,Female,"41,35,35,37,35","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_3,G_Bot_8,G_Top_5,G_Head_Skin_White,G_Face_14,G_Hair_4,G_Face_Acc_2"
245,basic,Female,"41,41,41,42,46","0,0,0,0,0",2,0,"G_Hair_Long_5,G_Body_Skin_White,G_Shoes_7,G_Bot_0,G_Top_9,G_Head_Skin_White,G_Face_19,G_Hair_5,G_Face_Acc_0"
246,basic,Male,"34,32,28,31,35","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_5,B_Top_8,B_Head_Skin_Yellow,B_Face_12,B_Hair_3,B_Face_Acc_1"
247,basic,Male,"36,32,33,37,33","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_0,B_Top_4,B_Head_Skin_Black,B_Face_12,B_Hair_2"
